25RC01085,Aggravated Assault,05/06/25 0228Hrs,,METLARS LNC(PN),Closed,STREET/ROADWAY
25RC01086,Agg Criminal Act,05/06/25 0228Hrs,,0-0 STATE HWY 18 N / 544-564,Closed,STREET/ROADWAY
25RC01094,Burglary By Entering Motor Vehicle,05/08/25 0210Hrs,,YELLOW LOT(CPN),Cleared by Arrest,PARKING LOT
25RC01095,Resisting Arrest - By Flight(4th Degree),05/08/25 0210Hrs,,YELLOW LOT(CPN),Cleared by Arrest,PARKING LOT
25RC01096,Possess/Manufact Burglar Tools,05/08/25 0210Hrs,05/08/25 0159Hrs - 05/08/25 0204Hrs,YELLOW LOT(CPN),Cleared by Arrest,PARKING LOT
25RC01097,Obstructing Admin Of Law/Governmental Function,05/08/25 0210Hrs,05/08/25 0159Hrs - 05/08/25 0204Hrs,YELLOW LOT(CPN),Cleared by Arrest,PARKING LOT
25RC01098,Criminal Attempt,05/08/25 0210Hrs,05/08/25 0159Hrs - 05/08/25 0204Hrs,YELLOW LOT(CPN),Cleared by Arrest,PARKING LOT
25RC01099,Criminal Mischief W/Damage,05/08/25 0210Hrs,05/08/25 0159Hrs - 05/08/25 0204Hrs,YELLOW LOT(CPN),Cleared by Arrest,PARKING LOT
25RC01100,Burglary By Entering Motor Vehicle,05/08/25 1027Hrs,05/08/25 1800Hrs - 05/08/25 0900Hrs,LOT 103(CPN),Closed,PARKING LOT
25RC01101,Criminal Mischief W/Damage,05/08/25 1027Hrs,05/08/25 1800Hrs - 05/08/25 0900Hrs,LOT 103(CPN),Closed,PARKING LOT
25RC01102,Burglary By Entering Motor Vehicle,05/08/25 1147Hrs,04/24/25 0941Hrs - 05/08/25 0900Hrs,LOT 103(CPN),Closed,PARKING LOT
25RC01104,Criminal Mischief W/Damage,05/08/25 1147Hrs,04/24/25 0941Hrs - 05/08/25 0900Hrs,LOT 103(CPN),Closed,PARKING LOT
25RC01106,Shoplifting Take Merchandise From Store W/O Intent To Pay,05/08/25 1657Hrs,05/08/25 1600Hrs - 05/08/25 1604Hrs,GATEWAY TRANSIT VILLAGE / VUE APARTMENTS(CPN),Criminal Summons Issued,RESIDENTIAL
25RC01107,Burglary By Entering Motor Vehicle,05/08/25 1818Hrs,05/07/25 1300Hrs - 05/07/25 1745Hrs,LOT 105(CPN),Closed,PARKING LOT
25RC01108,Criminal Mischief W/Damage,05/08/25 1818Hrs,05/07/25 1300Hrs - 05/07/25 1745Hrs,LOT 105(CPN),Closed,PARKING LOT
25RC01110,Criminal Mischief W/Damage,05/08/25 0915Hrs,05/09/25 0700Hrs - 05/09/25 1000Hrs,PUBLIC SAFETY BUILDING RUPD; P30(CPN),Closed,CAMPUS SERVICES
25RC01116,False Public Alarm,05/09/25 2341Hrs,05/09/25 2323Hrs - 05/09/25 2341Hrs,STARBUCKS LIVINGSTON; SUITE 30(CPN),Closed,OTHER
25RC01118,Driving While Intoxicated,05/10/25 0208Hrs,05/10/25 0139Hrs - 05/10/25 0155Hrs,Hurtado Health Center(CPN),Cleared by Arrest,CAMPUS SERVICES
25RC01121,Doing Offensive Act,05/10/25 1657Hrs,05/10/25 1648Hrs - 05/10/25 1657Hrs,RUTGERS ECOLOGICAL PRESERVE(CPN),Criminal Summons Issued,OTHER
25RC01122,Theft From Building,05/10/25 1953Hrs,04/22/25 1700Hrs - 04/22/25 1900Hrs,CLOTHIER HALL(CPN),Closed,RESIDENTIAL
25-00028,Theft From Building,05/10/25 2356Hrs,05/09/25 2030Hrs - 05/11/25 0014Hrs,RICHARD WEEKS HALL OF ENGINEERING(CPN),Closed,ACADEMIC
25RC01123,Criminal Trespass,05/11/25 0426Hrs,05/11/25 0327Hrs,HOUSING BUILDING (ACPN) LIVINGSTON,Cleared by Arrest,RESIDENTIAL
25RC01124,Burglary Remain In Structure,05/11/25 0426Hrs,05/11/25 0327Hrs,HOUSING BUILDING (ACPN) LIVINGSTON,Cleared by Arrest,RESIDENTIAL
25RC01125,Obstructing Admin Of Law/Governmental Function,05/11/25 0426Hrs,05/11/25 0327Hrs,HOUSING BUILDING (ACPN) LIVINGSTON,Cleared by Arrest,RESIDENTIAL
25RC01137,Burglary By Entering Motor Vehicle,05/13/25 0210Hrs,05/13/25 0130Hrs,PINK DECK(CPN),Cleared by Arrest,PARKING LOT
25RC01138,Driving While Intoxicated,05/13/25 0313Hrs,05/13/25 0236Hrs,1-78 ALBANY ST / 0-0 NEILSON ST(CPN),Cleared by Arrest,STREET/ROADWAY
25RC01139,Arrest On Warrant (Other Department),05/13/25 0313Hrs,05/13/25 0236Hrs,1-78 ALBANY ST / 0-0 NEILSON ST(CPN),Cleared by Arrest,STREET/ROADWAY
25RC01179,Distribute Sched I Or II Cds,05/13/25 0334Hrs,05/13/25 0225Hrs,1-78 ALBANY ST / 0-0 NEILSON ST(CPN),Cleared by Arrest,STREET/ROADWAY
25RC01168,Distribute/Dispense/Possess With Intent To Distribute Or Manufacture,05/13/25 0334Hrs,05/13/25 0225Hrs,1-78 ALBANY ST / 0-0 NEILSON ST(CPN),Cleared by Arrest,STREET/ROADWAY
25RC01127,Use Or Possession With Intent To Use,05/13/25 0334Hrs,05/13/25 0225Hrs,1-78 ALBANY ST / 0-0 NEILSON ST(CPN),Cleared by Arrest,STREET/ROADWAY
25RC01136,Tampering With Evidence,05/13/25 0334Hrs,05/13/25 0219Hrs - 05/13/25 0334Hrs,1-78 ALBANY ST / 0-0 NEILSON ST(CPN),Cleared by Arrest,STREET/ROADWAY
25RC01165,Obstructing Admin Of Law/Governmental Function,05/13/25 0334Hrs,05/13/25 0219Hrs - 05/13/25 0334Hrs,1-78 ALBANY ST / 0-0 NEILSON ST(CPN),Cleared by Arrest,STREET/ROADWAY
25RC01154,Use/Influence Of Cds,05/13/25 0334Hrs,05/13/25 0225Hrs - 05/13/25 0334Hrs,1-78 ALBANY ST / 0-0 NEILSON ST(CPN),Cleared by Arrest,STREET/ROADWAY
25RC01103,Driving While Intoxicated,05/13/25 0334Hrs,05/13/25 0219Hrs - 05/13/25 0334Hrs,1-78 ALBANY ST / 0-0 NEILSON ST(CPN),Cleared by Arrest,STREET/ROADWAY
25RC01141,Theft From Building,05/13/25 1026Hrs,05/12/25 1222Hrs - 05/13/25 1026Hrs,LIVINGSTON QUAD 3 - BLDG 1 (H33-H37)(CPN),Closed,RESIDENTIAL
25RC01143,Theft From Building,05/13/25 1536Hrs,05/07/25 0000Hrs - 05/13/25 1536Hrs,CLINICAL ACADEMIC ORDING(CPN),Closed,OTHER
25RC01144,Criminal Contact,05/13/25 1644Hrs,05/13/25 1625Hrs - 05/13/25 1644Hrs,SONNY A. WERBLIN RECREATION CENTER(CPN),Open/Pending,RECREATION
25RC01145,Doing Offensive Act,05/13/25 1644Hrs,05/13/25 1625Hrs - 05/13/25 1644Hrs,SONNY A. WERBLIN RECREATION CENTER(CPN),Open/Pending,RECREATION
25RC01146,Harassment,05/13/25 1644Hrs,05/13/25 1625Hrs - 05/13/25 1644Hrs,SONNY A. WERBLIN RECREATION CENTER(CPN),Open/Pending,RECREATION
25RC01147,Criminal Trespass,05/13/25 1837Hrs,05/13/25 1800Hrs - 05/13/25 1837Hrs,Hoes LN W - Piscataway Township,Closed,STREET/ROADWAY
25RC01148,Driving While Intoxicated,05/14/25 0217Hrs,05/14/25 0146Hrs - 05/14/25 0217Hrs,106-114 COLLEGE AVE / 1-36 BARTLETT ST(CPN),Cleared by Arrest,STREET/ROADWAY
25RC01149,Burglary By Entering Structure,05/14/25 0833Hrs,05/14/25 2030Hrs - 05/14/25 0833Hrs,T-MOBO LE; USA 000390 GEORGE NE NEW BRUNSWICK CITY XX +040.499897 - 074.445870(CPN),Open/Pending,OTHER
25RC01153,Burglary By Entering Motor Vehicle,05/14/25 1825Hrs,05/14/25 1530Hrs - 05/14/25 1825Hrs,YELLOW LOT(CPN),Unfounded,PARKING LOT
25RC01158,Burglary By Entering Structure,05/14/25 2002Hrs,05/12/25 1800Hrs - 05/14/25 1630Hrs - 05/14/25 2000Hrs - 05/14/25 2300Hrs,VOORHEES RESIDENCE HALL(CPN); NICHOLS APARTMENTS 25-48(CPN),Closed,RESIDENTIAL
25RC01164,Theft From Building,05/15/25 1044Hrs,04/17/25 1130Hrs,JERSEY MIKES ARENA (RAC)(CPN),Closed,RECREATION
25RC01170,Harassment,05/16/25 1010Hrs,04/17/25 1230Hrs,METZGER RESIDENCE HALL(CPN),Closed,RESIDENTIAL
25RC01177,Theft By Deception,05/16/25 1515Hrs,05/16/25 1500Hrs,NICHOLS APARTMENTS 25-48(CPN),Closed,RESIDENTIAL
25RC01182,Unintentional Fire - Other,05/17/25 0242Hrs,05/17/25 0243Hrs,I -25 SENIOR ST / 115-168 COLLEGE AVEC(PN),Cleared by Arrest,STREET/ROADWAY
25RC01183,Driving While Intoxicated,05/17/25 0254Hrs,05/17/25 0218Hrs,LOT 717(CPN),Closed,PARKING LOT
25RC01184,Criminal Trespass,05/17/25 0436Hrs,05/17/25 0254Hrs,LIVINGSTON HOUSING BUILDING B(CPN),Closed,RESIDENTIAL
25RC01185,Harassment,05/17/25 0730Hrs,05/17/25 0639Hrs,LIVINGSTON HOUSING BUILDING B(CPN),Closed,RESIDENTIAL
25RC01186,Violence,05/17/25 0730Hrs,05/17/25 0639Hrs,CAFE WEST(CPN),Cleared by Arrest,ACADEMIC
25RC01192,Simple Assault Bodily Injury,05/17/25 2216Hrs,05/17/25 2142Hrs,Hale ST - New Brunswick,Cleared by Arrest,STREET/ROADWAY
25RC01193,Arrest On Warrant (Other Department),05/18/25 1331Hrs,05/18/25 1315Hrs,SHAMOYZ SNACK BAR(CPN),Cleared by Arrest,OTHER
25RC01194,Obstructing Admin Of Law/Governmental Function,05/18/25 1740Hrs,05/18/25 1708Hrs,SHAMOYZ SNACK BAR(CPN),Cleared by Arrest,OTHER
25RC01195,Possess Cds Or Analog,05/18/25 1740Hrs,05/18/25 1708Hrs,SHAMOYZ SNACK BAR(CPN),Cleared by Arrest,OTHER
25RC01196,Use Or Possession With Intent To Use,05/18/25 1740Hrs,05/18/25 1708Hrs,SHAMOYZ SNACK BAR(CPN),Cleared by Arrest,OTHER
25RC01197,Possess Pld > 5 Doses,05/18/25 1740Hrs,05/18/25 1708Hrs,SHAMOYZ SNACK BAR(CPN),Cleared by Arrest,OTHER
25RC01198,Resisting Arrest - By Flight(4th Degree),05/18/25 1740Hrs,05/18/25 1708Hrs,SHAMOYZ SNACK BAR(CPN),Cleared by Arrest,OTHER
25RC01199,Theft/Property Lost/Mislaid/Delivered By Mistake,05/18/25 1810Hrs,05/18/25 1718Hrs - 05/18/25 1733Hrs,277-303 GEORGE ST / 1-40 MORRIS ST(CPN),Closed,STREET/ROADWAY
25RC01190,Burglary By Entering Structure,05/18/25 2023Hrs,05/17/25 1500Hrs - 05/18/25 1900Hrs,Marvin LN - Piscataway Township,Unfounded,STREET/ROADWAY
25RC01191,Theft Of Property All Other - Non-Building,05/19/25 1007Hrs,05/17/25 2200Hrs - 05/17/25 0830Hrs,BUSCH CAMPUS CENTER(CPN),Closed,CAMPUS SERVICES
25RC01201,Contempt-Violation Of Tro/Fro,05/19/25 1206Hrs,05/19/25 1049Hrs,Marvin Apartments 67 thru 78(CPN),Active Warrant,RESIDENTIAL
25RC01210,Criminal Trespass,05/20/25 0140Hrs,05/20/25 0052Hrs,LOREE CLASSROOM/OFFIC E BUILDING(CPN),Cleared by Arrest,ACADEMIC
25RC01216,Driving While Intoxicated,05/21/25 0341Hrs,05/21/25 0311Hrs,T-MOBILE; USA 000169 COLLEGE SE 10188 NEW BRUNSWICK TWP XX +040.496925 - 074(CPN),Cleared by Arrest,ACADEMIC
25RC01217,Police Information,05/21/25 0610Hrs,05/21/25 0534Hrs,T-MOBILE; USA 000390 GEORGE NE NEW BRUNSWICK CITY XX +040.499897 - 074.445870(CPN),Closed,OTHER
25RC01218,Defiant Trespasser,05/21/25 0610Hrs,05/21/25 0534Hrs,T-MOBILE; USA 000390 GEORGE NE NEW BRUNSWICK CITY XX +040.499897 - 074.445870(CPN),Closed,OTHER
25RC01219,Theft From Building,05/21/25 0913Hrs,05/21/25 0838Hrs,LUCY STONE HALL(CPN),Closed,ACADEMIC
25RC01222,Suspicious Incident/Cds Related,05/21/25 1613Hrs,05/21/25 1541Hrs,COLLEGE HALL(CPN),Closed,ACADEMIC
25-00030,Burglary By Entering Structure,05/21/25 2257Hrs,05/20/25 2000Hrs - 05/21/25 1500Hrs,LIVINGSTON HOUSING BUILDING (CCPN),Closed,RESIDENTIAL
25-00031,Theft Of Property All Other - Non-Building,05/22/25 1337Hrs,05/17/25 1530Hrs,LIVINGSTON HOUSING BUILDING (CCPN),Closed,RESIDENTIAL
25RC01232,Warrant Arrest (This Department),05/24/25 0158Hrs,05/24/25 0158Hrs,****PRISONER WATCH****(CPN),Cleared by Arrest,OTHER
25RC01233,Obstructing Admin Of Law/Sovemmental Function,05/24/25 0158Hrs,05/24/25 0158Hrs,****PRISONER WATCH****(CPN),Cleared by Arrest,OTHER
25RC01235,Criminal Mischief W/Damage,05/24/25 1239Hrs,05/23/25 1900Hrs,PANERA BREAD(CPN),Closed,OTHER
25RC01236,Theft From Building,05/24/25 1731Hrs,05/24/25 1657Hrs,A CUT ABOVE(CPN),Unfounded,OTHER
25RC01239,Burglary By Entering Structure,05/26/25 2211Hrs,05/26/25 2113Hrs,SIGMA DELTA TAU SORORITY(CPN),Unfounded,OTHER
25RC01240,Bad Checks - $1000.00 To $75000.00,05/27/25 1017Hrs,04/08/25 0000Hrs,RUTGERS FEDERAL CREDIT UNION(CPN),Open/Pending,CAMPUS SERVICES
25RC01242,Criminal Trespass,05/27/25 1624Hrs,05/27/25 1624Hrs,Life Sciences Building(CPN),Closed,ACADEMIC
25RC01243,Theft By Extortion-Publicize,05/27/25 2030Hrs,05/27/25 2000Hrs,Nicholas Residence Hall(CPN),Closed,RESIDENTIAL
25RC01244,Theft/Property Lost/Mislaid/Delivered By Mistake,05/28/25 0944Hrs,05/28/25 0840Hrs,MATRIX PLAZA 1(CPN),Closed,OTHER
25RC01245,Harassment,05/28/25 1316Hrs,05/12/25 1730Hrs,SONNY A. WERBLIN RECREATION CENTER(CPN),Closed,RECREATION
25RC01246,Simple Assault Bodily Injury,05/28/25 1316Hrs,05/12/25 1730Hrs,SONNY A. WERBLIN RECREATION CENTER(CPN),Closed,RECREATION
25RC01247,Cyber-Harassment-Threat,05/28/25 2136Hrs,05/28/25 2113Hrs,MARVIN APARTMENTS 67-78(CPN),Closed,RESIDENTIAL
25RC01248,Violence,05/28/25 2136Hrs,05/28/25 2113Hrs,MARVIN APARTMENTS 67-78(CPN),Closed,RESIDENTIAL
25RC01249,Contempt-Violation Of Tro/Fro,05/28/25 2136Hrs,05/28/25 2113Hrs,MARVIN APARTMENTS 67-78(CPN),Active Warrant,RESIDENTIAL
25RC01252,Theft Of Property All Other - Non-Building,05/30/25 0819Hrs,05/28/25 1500Hrs - 05/30/25 0800Hrs,JAMES DICKSON CARR LIBRARY(CPN),Closed,ACADEMIC
